Blue,Green,Red,Total,X_center,Y_center,picture
0.276923031372,0.317220850921,0.405856117707,1013231,0,0,butchers_shop.jpg
0.279939188663,0.319380148709,0.400680662628,1168861,0,5,butchers_shop.jpg
0.283783692115,0.319783502179,0.396432805706,1326757,0,10,butchers_shop.jpg
0.287733765772,0.320231755497,0.392034478731,1489846,0,15,butchers_shop.jpg
0.291142512389,0.320342158249,0.388515329361,1655842,0,20,butchers_shop.jpg
0.294287618865,0.320506050701,0.385206330434,1833176,0,25,butchers_shop.jpg
0.297445721647,0.320549506098,0.382004772255,2023781,0,30,butchers_shop.jpg
0.300407057823,0.320730334961,0.378862607216,2228676,0,35,butchers_shop.jpg
0.30312975873,0.320943902515,0.375926338755,2440252,0,40,butchers_shop.jpg
0.305503181157,0.321047559884,0.373449258959,2657681,0,45,butchers_shop.jpg
0.307283945594,0.320977183269,0.371738871136,2875653,0,50,butchers_shop.jpg
0.308671506576,0.321066673221,0.370261820202,3091931,0,55,butchers_shop.jpg
0.309540405603,0.321186173343,0.369273421054,3296820,0,60,butchers_shop.jpg
0.309894558767,0.320893567233,0.369211874,3473404,0,65,butchers_shop.jpg
0.309912604256,0.320431125143,0.369656270601,3628552,0,70,butchers_shop.jpg
0.309811910191,0.319843384404,0.370344705405,3759268,0,75,butchers_shop.jpg
0.309612797633,0.31912622367,0.371260978698,3863277,0,80,butchers_shop.jpg
0.309261701735,0.318154207495,0.37258409077,3949393,0,85,butchers_shop.jpg
0.308702988313,0.31701991446,0.374277097226,4020596,0,90,butchers_shop.jpg
0.307906296652,0.315810998625,0.376282704723,4076055,0,95,butchers_shop.jpg
0.306901841535,0.314647164787,0.378450993678,4114612,0,100,butchers_shop.jpg
0.30589396376,0.313522943711,0.38058309253,4148261,0,105,butchers_shop.jpg
0.305086504578,0.312282746283,0.382630749139,4182322,0,110,butchers_shop.jpg
0.304438879335,0.311109583537,0.384451537128,4218745,0,115,butchers_shop.jpg
0.30403176952,0.309793288736,0.386174941744,4250615,0,120,butchers_shop.jpg
0.303595495807,0.308553254702,0.38785124949,4283387,0,125,butchers_shop.jpg
0.303065337683,0.307089758484,0.389844903834,4302234,0,130,butchers_shop.jpg
0.302327382359,0.305465039265,0.392207578376,4300024,0,135,butchers_shop.jpg
0.301081972053,0.303185362583,0.395732665363,4254084,0,140,butchers_shop.jpg
0.299400448204,0.300600934405,0.399998617391,4194967,0,145,butchers_shop.jpg
0.297366741475,0.297934953857,0.404698304667,4126978,0,150,butchers_shop.jpg
0.295667898609,0.295351310057,0.408980791334,4068372,0,155,butchers_shop.jpg
0.294365255942,0.29360037092,0.412034373138,4026749,0,160,butchers_shop.jpg
0.292987874243,0.291816120148,0.415196005609,3951341,0,165,butchers_shop.jpg
0.291635218949,0.289733801566,0.418630979485,3847656,0,170,butchers_shop.jpg
0.29014882236,0.287680028987,0.422171148653,3742314,0,175,butchers_shop.jpg
0.288261626365,0.285763444575,0.42597492906,3635444,0,180,butchers_shop.jpg
0.286061293352,0.283762565489,0.430176141158,3521948,0,185,butchers_shop.jpg
0.284251042177,0.282090870348,0.433658087475,3409451,0,190,butchers_shop.jpg
0.283097557338,0.280799277304,0.436103165358,3312042,0,195,butchers_shop.jpg
0.283016265221,0.279801101253,0.437182633527,3225963,0,200,butchers_shop.jpg
0.282966040636,0.278792575916,0.438241383447,3117314,0,205,butchers_shop.jpg
0.284031713274,0.279774325657,0.43619396107,3048818,0,210,butchers_shop.jpg
0.285707992452,0.281477919184,0.432814088363,2996402,0,215,butchers_shop.jpg
0.28767196684,0.283425972491,0.428902060669,2948897,0,220,butchers_shop.jpg
0.289550585259,0.285428663628,0.425020751113,2897435,0,225,butchers_shop.jpg
0.291464365535,0.28717016962,0.421365464846,2839414,0,230,butchers_shop.jpg
0.293363065594,0.288788797794,0.417848136612,2779024,0,235,butchers_shop.jpg
0.29546167805,0.290443638096,0.414094683854,2721182,0,240,butchers_shop.jpg
0.29781812689,0.292313124335,0.409868748775,2667937,0,245,butchers_shop.jpg
0.300006884418,0.294244626329,0.405748489253,2614600,0,250,butchers_shop.jpg
0.301621283839,0.295966627176,0.402412088985,2550818,0,255,butchers_shop.jpg
0.303222314426,0.29744533858,0.399332346994,2481229,0,260,butchers_shop.jpg
0.305130897182,0.298940675415,0.395928427403,2408799,0,265,butchers_shop.jpg
0.30740233124,0.301084682506,0.391512986254,2345018,0,270,butchers_shop.jpg
