Picture,X_center,Y_center,Brightness,Contrast,FM,VerticalContrast,VerticalFM,HorizontalContrast,HorizontalFM,Outdoor
Warehouse1.jpg,0,0,5.92E-05,0.000833055,0.001655085,0.016817708,0.901667762,0.023005293,1.610771322,0
Warehouse1.jpg,0,5,6.36E-05,0.000876172,0.001812601,0.016540342,0.972909332,0.023383542,1.825991623,0
Warehouse1.jpg,0,10,6.90E-05,0.000930319,0.001781521,0.016779736,1.050101708,0.023018106,1.773543984,0
Warehouse1.jpg,0,15,7.52E-05,0.000976862,0.002095564,0.016461987,1.157389122,0.022679413,1.959127625,0
Warehouse1.jpg,0,20,8.16E-05,0.00101804,0.002163221,0.016270427,1.162107263,0.022062439,1.892757111,0
Warehouse1.jpg,0,25,8.64E-05,0.001032296,0.002055914,0.016006598,1.123185846,0.020815172,1.993292663,0
Warehouse1.jpg,0,30,9.18E-05,0.001057292,0.002381284,0.016335582,1.252118062,0.021056634,2.177887858,0
Warehouse1.jpg,0,35,9.78E-05,0.001087264,0.002668462,0.016440054,1.343951826,0.020850614,2.336947156,0
Warehouse1.jpg,0,40,0.000104173,0.001119658,0.002530541,0.016251816,1.372381607,0.020436602,2.209003938,0
Warehouse1.jpg,0,45,0.000110077,0.001142942,0.002461918,0.016047829,1.407570714,0.01961487,2.146911209,0
Warehouse1.jpg,0,50,0.000116222,0.001166801,0.002576252,0.016238736,1.513677482,0.019332781,2.150461761,0
Warehouse1.jpg,0,55,0.000121715,0.001185225,0.002725272,0.016508791,1.616816701,0.018739049,2.100555624,0
Warehouse1.jpg,0,60,0.000127871,0.001210495,0.003039514,0.017007368,1.768389249,0.019240205,2.303839904,0
Warehouse1.jpg,0,65,0.000134627,0.001240079,0.003063179,0.017227737,1.819193974,0.019316508,2.38232823,0
Warehouse1.jpg,0,70,0.000141305,0.001272212,0.003068788,0.01717342,1.833119974,0.019293664,2.381225955,0
Warehouse1.jpg,0,75,0.000147567,0.001307575,0.003163591,0.017148724,1.86803494,0.018971069,2.409754737,0
Warehouse1.jpg,0,80,0.000155455,0.001356055,0.003281932,0.017583901,2.017989923,0.019153367,2.458969372,0
Warehouse1.jpg,0,85,0.00016323,0.001400181,0.00346854,0.018090821,2.236729797,0.019175323,2.468202289,0
Warehouse1.jpg,0,90,0.000170333,0.001438861,0.003691947,0.01855893,2.331997557,0.019662111,2.738512899,0
Warehouse1.jpg,0,95,0.000176394,0.001474642,0.003987561,0.019098182,2.562850343,0.019795983,2.867314844,0
Warehouse1.jpg,0,100,0.000181966,0.001504989,0.003786509,0.019551606,2.761919734,0.019426617,2.767640969,0
Warehouse1.jpg,0,105,0.000188253,0.001533036,0.003904481,0.019865078,2.927579463,0.01915204,2.788385838,0
Warehouse1.jpg,0,110,0.000195658,0.001562882,0.004084027,0.020489355,3.143343083,0.019449806,2.935006789,0
Warehouse1.jpg,0,115,0.000203544,0.001597689,0.004419416,0.021286038,3.48492941,0.020018641,3.145565024,0
Warehouse1.jpg,0,120,0.000210794,0.001630591,0.004392066,0.021633164,3.540876476,0.020343359,3.243047178,0
Warehouse1.jpg,0,125,0.000216724,0.001657523,0.004319285,0.021698032,3.491089812,0.020452281,3.306870166,0
Warehouse1.jpg,0,130,0.000221634,0.001677087,0.003987883,0.021869936,3.361055749,0.020452302,3.317947435,0
Warehouse1.jpg,0,135,0.000225197,0.001690416,0.004241157,0.022176541,3.44129724,0.020643487,3.471091063,0
Warehouse1.jpg,0,140,0.000227447,0.001699182,0.004620259,0.022614557,3.505150112,0.02138846,3.676288995,0
Warehouse1.jpg,0,145,0.000225105,0.001687059,0.005304439,0.022532083,3.45982238,0.021842532,3.973450941,0
Warehouse1.jpg,0,150,0.000218956,0.001658237,0.005064289,0.022168948,3.266348538,0.022512469,4.092703143,0
Warehouse1.jpg,0,155,0.000211117,0.00161583,0.00484432,0.021499819,3.038535324,0.022434512,4.017215688,0
Warehouse1.jpg,0,160,0.000203037,0.001572117,0.004698016,0.020585121,2.816820492,0.022552606,4.02699288,0
Warehouse1.jpg,0,165,0.00019482,0.001527152,0.004317672,0.019739298,2.527197054,0.021787723,3.897703456,0
Warehouse1.jpg,0,170,0.000187947,0.001494691,0.003849597,0.01954098,2.363567096,0.020848493,3.432388058,0
Warehouse1.jpg,0,175,0.000182069,0.001465267,0.003898178,0.019611211,2.403770937,0.020828831,3.377214162,0
Warehouse1.jpg,0,180,0.000174954,0.001427476,0.004276644,0.019355686,2.351360787,0.021485154,3.57593028,0
Warehouse1.jpg,0,185,0.000166168,0.001375399,0.003879819,0.018621058,2.094338903,0.021078025,3.471360665,0
Warehouse1.jpg,0,190,0.00015754,0.001325286,0.003689291,0.017951099,1.917158935,0.021048945,3.42198616,0
Warehouse1.jpg,0,195,0.00014862,0.001271983,0.003402737,0.017245605,1.732595568,0.020014336,3.264585765,0
Warehouse1.jpg,0,200,0.000141203,0.001231868,0.003263185,0.016961917,1.668550653,0.018843118,3.035175425,0
Warehouse1.jpg,0,205,0.000137727,0.001209368,0.003732075,0.016933756,1.737505367,0.020624251,3.159576207,0
Warehouse1.jpg,0,210,0.000132423,0.001171165,0.003553081,0.01638751,1.621374944,0.020819957,3.245699568,0
Warehouse1.jpg,0,215,0.000127312,0.001129169,0.003677156,0.015785324,1.464149088,0.020940632,3.322240911,0
Warehouse1.jpg,0,220,0.000123142,0.001090058,0.003705593,0.01551266,1.393293766,0.02124756,3.393186421,0
Warehouse1.jpg,0,225,0.000119753,0.001054282,0.004079374,0.015872783,1.540228972,0.021207692,3.552086094,0
Warehouse1.jpg,0,230,0.000117181,0.001029149,0.003750337,0.016148959,1.527010744,0.020035239,3.179871495,0
Warehouse1.jpg,0,235,0.000116701,0.00102647,0.004378472,0.017001812,1.700402543,0.021046645,3.265067351,0
Warehouse1.jpg,0,240,0.000115035,0.00101279,0.004369403,0.017387052,1.813827281,0.020993217,3.187918505,0
Warehouse1.jpg,0,245,0.000114422,0.001011728,0.004037365,0.017978239,1.839898223,0.020779778,3.07991638,0
Warehouse1.jpg,0,250,0.000113735,0.0010078,0.003968918,0.018173091,1.905223518,0.020276614,3.044642972,0
Warehouse1.jpg,0,255,0.000113003,0.001003846,0.003700685,0.018236701,1.883013977,0.019608126,2.783019114,0
Warehouse1.jpg,0,260,0.000112728,0.001004811,0.003457125,0.018459855,1.924038993,0.018605933,2.637639311,0
Warehouse1.jpg,0,265,0.000114048,0.001016125,0.003018725,0.018517468,1.841176628,0.017288803,2.23740479,0
Warehouse1.jpg,0,270,0.000116105,0.001030862,0.00277243,0.01845883,1.804447542,0.016415282,2.060536446,0
Warehouse1.jpg,0,275,0.000118985,0.001046746,0.0025909,0.018123205,1.742904462,0.016966281,2.193670681,0
Warehouse1.jpg,0,280,0.000120908,0.001053772,0.002568058,0.017736536,1.701780539,0.016607241,2.121249486,0
Warehouse1.jpg,0,285,0.00012252,0.001057802,0.002562833,0.017507251,1.705410689,0.01632798,2.127963423,0
Warehouse1.jpg,0,290,0.000123307,0.001057466,0.002417067,0.017375635,1.604227743,0.014929634,1.874689673,0
Warehouse1.jpg,0,295,0.000125576,0.001064353,0.002277668,0.017450321,1.584527608,0.014402807,1.682517334,0
Warehouse1.jpg,0,300,0.000128934,0.001078723,0.002575781,0.017835447,1.647572186,0.015198081,1.874282093,0
Warehouse1.jpg,0,305,0.000131931,0.001092438,0.002705116,0.018442642,1.758968871,0.015277767,1.855619199,0
Warehouse1.jpg,0,310,0.0001342,0.001101163,0.00292658,0.018626106,1.899948321,0.01514522,1.870845407,0
Warehouse1.jpg,0,315,0.000135952,0.0011017,0.002596109,0.018036085,1.735637195,0.014822288,1.731218377,0
Warehouse1.jpg,0,320,0.0001375,0.001097306,0.002487032,0.017427392,1.662987916,0.014457812,1.71973915,0
Warehouse1.jpg,0,325,0.000138914,0.001093637,0.002345118,0.016869789,1.546610044,0.014192437,1.663047834,0
Warehouse1.jpg,0,330,0.000140578,0.001091252,0.002216263,0.016305576,1.454752079,0.013973404,1.623314676,0
Warehouse1.jpg,0,335,0.000141798,0.001087326,0.002084152,0.015659985,1.349287982,0.013462174,1.505235867,0
Warehouse1.jpg,0,340,0.000140773,0.00107446,0.001868809,0.014823241,1.247310834,0.012291961,1.284267072,0
Warehouse1.jpg,0,345,0.000138177,0.001058332,0.001654698,0.01398621,1.119810541,0.012235416,1.207088123,0
Warehouse1.jpg,0,350,0.000134038,0.001036643,0.00146747,0.013555119,1.019820183,0.011887334,1.165484319,0
Warehouse1.jpg,0,355,0.000130105,0.001016924,0.001466646,0.013480689,1.00196938,0.011990711,1.155865211,0
Warehouse1.jpg,0,360,0.000127757,0.001001474,0.001744006,0.013592083,1.037572904,0.013098989,1.373092162,0
Warehouse1.jpg,0,365,0.000124923,0.000980234,0.001679358,0.013387566,1.000135334,0.013430265,1.314975501,0
Warehouse1.jpg,0,370,0.000120269,0.000950642,0.001632467,0.012940746,0.94381444,0.013131412,1.292846735,0
Warehouse1.jpg,0,375,0.000115912,0.000923441,0.001371623,0.012405099,0.846368271,0.012435232,1.123161586,0
Warehouse1.jpg,0,380,0.000111974,0.000900271,0.0012759,0.01184511,0.767194236,0.012555446,1.125674086,0
Warehouse1.jpg,0,385,0.000108163,0.000874866,0.001282798,0.011483046,0.713627215,0.012682262,1.139019048,0
Warehouse1.jpg,0,390,0.000104145,0.000847458,0.001109321,0.011030224,0.653415587,0.012025973,1.041493128,0
Warehouse1.jpg,0,395,0.000100452,0.000826472,0.001063381,0.010812591,0.626139791,0.011931073,1.01758922,0
Warehouse1.jpg,0,400,9.67E-05,0.000805568,0.001013227,0.010623288,0.600286857,0.011745198,0.987370126,0
Warehouse1.jpg,0,405,9.31E-05,0.00078582,0.00100359,0.010413903,0.592479149,0.011599052,0.960059654,0
Warehouse1.jpg,0,410,9.00E-05,0.000769154,0.001088582,0.010429916,0.615770185,0.011998083,0.973342666,0
Warehouse1.jpg,0,415,8.64E-05,0.000747067,0.001102388,0.010441967,0.614775577,0.011580662,0.870422333,0
Warehouse1.jpg,0,420,8.31E-05,0.000726376,0.001099195,0.010448485,0.62528302,0.011502563,0.875324956,0
