Picture,X_center,Y_center,Brightness,Contrast,FM,VerticalContrast,VerticalFM,HorizontalContrast,HorizontalFM,Outdoor
slum2.jpg,0,0,0.000424526,0.004447098,0.04588197,0.040527251,8.731442024,0.062795191,29.80855861,1
slum2.jpg,0,5,0.000422347,0.004249542,0.046624174,0.038982349,8.840911827,0.058880985,28.88694329,1
slum2.jpg,0,10,0.000419785,0.004075153,0.045925808,0.037737477,8.853689287,0.057706899,30.78409423,1
slum2.jpg,0,15,0.000419341,0.003934249,0.047167021,0.037322461,9.403698252,0.057711126,31.71627549,1
slum2.jpg,0,20,0.000421999,0.003827538,0.046432642,0.036971523,9.302032813,0.055943033,30.88510928,1
slum2.jpg,0,25,0.000419709,0.00370493,0.045704242,0.036133942,9.285586602,0.053034267,30.57240898,1
slum2.jpg,0,30,0.000419086,0.003600084,0.046067717,0.035054252,9.136766041,0.052246333,30.60859974,1
slum2.jpg,0,35,0.000420844,0.003521204,0.045012878,0.034203623,9.374287883,0.051913038,31.50068989,1
slum2.jpg,0,40,0.000422626,0.003451709,0.043833472,0.033169563,8.909975032,0.050282288,31.00970046,1
slum2.jpg,0,45,0.000418214,0.003361762,0.041824981,0.032187307,8.739809683,0.048831148,30.57655141,1
slum2.jpg,0,50,0.000411669,0.003269871,0.040721303,0.031508856,8.81570891,0.047590896,29.74552668,1
slum2.jpg,0,55,0.000404829,0.003182991,0.039966635,0.030905137,8.444046333,0.046602949,28.9885429,1
slum2.jpg,0,60,0.000396896,0.003097029,0.039022024,0.0299808,8.24239088,0.045571707,28.26333473,1
slum2.jpg,0,65,0.000388965,0.003016584,0.038009908,0.02926201,7.877013668,0.044959807,27.45592214,1
slum2.jpg,0,70,0.000379775,0.002937079,0.037407089,0.028542871,7.7065401,0.044606535,27.1384324,1
slum2.jpg,0,75,0.000369079,0.002862497,0.038099326,0.028017788,7.670729619,0.04533647,28.4839675,1
slum2.jpg,0,80,0.000359638,0.00280308,0.037239265,0.027903576,7.731577069,0.046571721,26.31871776,1
slum2.jpg,0,85,0.000351916,0.002751874,0.036628047,0.027846075,7.952772847,0.04632834,25.64171633,1
slum2.jpg,0,90,0.000345667,0.002708336,0.03606811,0.027952437,7.893671182,0.045703685,24.97858377,1
slum2.jpg,0,95,0.000340488,0.002672261,0.034441284,0.028186954,8.019534262,0.044025503,23.31304226,1
slum2.jpg,0,100,0.000337287,0.002649897,0.032210441,0.028495903,8.008976165,0.042916067,21.69870288,1
slum2.jpg,0,105,0.000334789,0.002631634,0.031403374,0.02886315,8.099698165,0.043108903,20.65438389,1
slum2.jpg,0,110,0.000330019,0.002597118,0.030889418,0.028521303,8.127454272,0.042607539,19.24745128,1
slum2.jpg,0,115,0.000322971,0.002550704,0.029395471,0.028534998,8.13758997,0.042364657,18.60222627,1
slum2.jpg,0,120,0.00031515,0.002498736,0.028279266,0.02898041,8.455746451,0.042144371,17.91738523,1
slum2.jpg,0,125,0.000307107,0.002443034,0.027328528,0.028954522,8.557228783,0.041802455,17.20354787,1
slum2.jpg,0,130,0.000299894,0.002389979,0.026677151,0.028980305,8.674995136,0.041359484,16.70707363,1
slum2.jpg,0,135,0.000293719,0.002342137,0.026014984,0.029224889,8.872004195,0.041015846,16.31024026,1
slum2.jpg,0,140,0.000288425,0.002299086,0.025098168,0.028978221,8.784613699,0.039988565,15.67717365,1
slum2.jpg,0,145,0.000282843,0.002256272,0.02270245,0.028566784,8.616483232,0.038238843,14.2920939,1
slum2.jpg,0,150,0.000278568,0.002221822,0.02126313,0.028466716,8.31735712,0.037504758,13.49869426,1
slum2.jpg,0,155,0.000274989,0.002188806,0.020146189,0.028349661,8.268329384,0.036407429,12.16676324,1
slum2.jpg,0,160,0.000270911,0.002153807,0.019076368,0.028635914,8.435493072,0.035272071,11.12738026,1
slum2.jpg,0,165,0.00026774,0.002123626,0.018482227,0.028810671,8.535816959,0.034313333,11.13490652,1
slum2.jpg,0,170,0.000264855,0.002097426,0.016435754,0.028754913,8.477535232,0.030796887,8.435577502,1
slum2.jpg,0,175,0.000259732,0.002063625,0.015700419,0.028505994,8.277839604,0.030263085,7.922879496,1
slum2.jpg,0,180,0.00025191,0.002013338,0.015309126,0.028335169,8.362218989,0.029548484,7.741030436,1
slum2.jpg,0,185,0.000244591,0.001964527,0.014138226,0.027829828,8.091930348,0.026825315,6.895686333,1
slum2.jpg,0,190,0.000239865,0.001937946,0.01299608,0.027191293,7.74735134,0.023254258,5.55722016,1
slum2.jpg,0,195,0.000237168,0.001927382,0.012428488,0.026561316,7.336995414,0.023421653,5.626318628,1
slum2.jpg,0,200,0.00023412,0.001915153,0.011446883,0.026021164,6.933704726,0.023353548,5.359467989,1
slum2.jpg,0,205,0.000230312,0.001901579,0.010422974,0.025621984,6.610396989,0.023383687,5.21571114,1
slum2.jpg,0,210,0.000226099,0.001886499,0.01009066,0.025105923,6.37978826,0.023486658,5.145368164,1
slum2.jpg,0,215,0.000221335,0.001869102,0.00998724,0.024666013,6.158818396,0.024024421,5.302166817,1
slum2.jpg,0,220,0.000215603,0.001844577,0.010051003,0.024370381,6.056372549,0.024599644,5.356339058,1
slum2.jpg,0,225,0.000207959,0.001805531,0.010174766,0.023883832,5.749641942,0.025261885,5.572497949,1
slum2.jpg,0,230,0.000198899,0.001753228,0.009615358,0.023155888,5.397550078,0.025007411,5.417505528,1
slum2.jpg,0,235,0.000190176,0.001700668,0.009079778,0.022261665,4.947309894,0.024899027,5.391067072,1
slum2.jpg,0,240,0.000181632,0.001647134,0.008792402,0.021305298,4.437644742,0.02470053,5.242490416,1
slum2.jpg,0,245,0.000173241,0.00159414,0.008610038,0.020695663,4.132605034,0.024662269,5.196638581,1
slum2.jpg,0,250,0.000165647,0.001543418,0.009070053,0.020742929,4.149787824,0.025150955,5.442936152,1
slum2.jpg,0,255,0.000159175,0.001493246,0.00890901,0.021248383,4.131777498,0.025935007,5.357538713,1
slum2.jpg,0,260,0.000153319,0.001444614,0.011325691,0.021606754,4.369010858,0.026044779,6.354723694,1
slum2.jpg,0,265,0.000151437,0.00142587,0.01126083,0.022270969,4.640107622,0.028292576,7.246677846,1
slum2.jpg,0,270,0.000150476,0.001411634,0.011407366,0.022237169,4.636466676,0.028743265,7.348355999,1
slum2.jpg,0,275,0.000149858,0.001396215,0.011307722,0.022011704,4.537238347,0.028588975,7.378149567,1
slum2.jpg,0,280,0.000149008,0.001380128,0.011379351,0.021905354,4.453475972,0.028729109,7.329165034,1
slum2.jpg,0,285,0.0001488,0.00136906,0.011663642,0.021863434,4.471178529,0.028029448,7.546132777,1
slum2.jpg,0,290,0.00015222,0.001393277,0.011805726,0.021848375,4.547178155,0.027770524,7.211343841,1
slum2.jpg,0,295,0.000156827,0.001425734,0.010940904,0.021814031,4.57933979,0.026511021,6.4203816,1
slum2.jpg,0,300,0.000160532,0.001452201,0.010518429,0.021855139,4.771986778,0.024530848,5.925424828,1
slum2.jpg,0,305,0.000164516,0.001480246,0.01048395,0.021930191,4.936354938,0.023348456,5.583775849,1
slum2.jpg,0,310,0.000170109,0.001518625,0.010703961,0.022209223,5.071586142,0.023239588,5.492431773,1
slum2.jpg,0,315,0.000176879,0.001563514,0.010091146,0.022508426,5.010474977,0.021328076,4.790314573,1
slum2.jpg,0,320,0.000185496,0.001613666,0.010099649,0.023013036,5.12202343,0.020617395,4.59836714,1
slum2.jpg,0,325,0.000194114,0.001657446,0.010397317,0.023384352,5.313080115,0.020502047,4.653729638,1
slum2.jpg,0,330,0.000202707,0.001695764,0.010424036,0.023674455,5.539357422,0.020432381,4.692860744,1
slum2.jpg,0,335,0.000209776,0.001723974,0.010695722,0.023863591,5.61956889,0.019781431,4.587076527,1
slum2.jpg,0,340,0.000214567,0.001741237,0.010550121,0.024076464,5.596302176,0.019447853,4.520370082,1
slum2.jpg,0,345,0.000217889,0.001751702,0.01101043,0.024500997,5.923385294,0.019334511,4.685660671,1
slum2.jpg,0,350,0.000220796,0.00176084,0.011146121,0.024956328,6.058094149,0.019647798,4.727515152,1
slum2.jpg,0,355,0.000223608,0.001771176,0.011722703,0.025533594,6.377080634,0.020098372,4.984656335,1
slum2.jpg,0,360,0.000225326,0.001778204,0.012066333,0.025836213,6.53320644,0.020475205,5.139902067,1
slum2.jpg,0,365,0.000225325,0.001778661,0.012246827,0.025650977,6.481861244,0.02068825,5.299394524,1
slum2.jpg,0,370,0.00022494,0.001778825,0.012495188,0.02580333,6.672545443,0.02102823,5.42225389,1
slum2.jpg,0,375,0.000225097,0.001780512,0.012807165,0.02597698,6.706892313,0.021728073,5.650687807,1
slum2.jpg,0,380,0.000224316,0.001777557,0.012869823,0.025989055,6.702112903,0.022031206,5.735981452,1
