Picture,X_center,Y_center,Brightness,Contrast,FM,VerticalContrast,VerticalFM,HorizontalContrast,HorizontalFM,Outdoor
generalstore.jpg,0,0,0.000101516,0.001192528,0.001126234,0.017009065,0.794430699,0.017358116,0.858554479,0
generalstore.jpg,0,5,0.000102566,0.001159368,0.001228288,0.017343495,0.898139426,0.01670225,0.853292035,0
generalstore.jpg,0,10,0.000103821,0.001130129,0.00117531,0.017376207,1.021629137,0.015808625,0.760264352,0
generalstore.jpg,0,15,0.000103599,0.001088659,0.001122261,0.016881713,1.015668165,0.014699412,0.727281499,0
generalstore.jpg,0,20,0.000102708,0.001045829,0.001120781,0.016444588,1.038711865,0.014352641,0.744165091,0
generalstore.jpg,0,25,0.000102135,0.001009162,0.001211805,0.015936671,1.045784832,0.013973766,0.770131946,0
generalstore.jpg,0,30,0.000101748,0.000975958,0.001194839,0.015442632,1.044405454,0.013427183,0.734187842,0
generalstore.jpg,0,35,0.000101697,0.000949155,0.001226809,0.015411106,1.130548099,0.013012721,0.744261336,0
generalstore.jpg,0,40,0.00010319,0.000946084,0.001677766,0.015307819,1.147783476,0.016193502,1.417030741,0
generalstore.jpg,0,45,0.000105696,0.000953501,0.001468767,0.015274026,1.140740095,0.015918075,1.154140607,0
generalstore.jpg,0,50,0.000105978,0.000936498,0.001407358,0.015036181,1.124695042,0.014875526,1.090684686,0
generalstore.jpg,0,55,0.000105758,0.000917775,0.00161696,0.014852856,1.149123646,0.014449039,1.156810853,0
generalstore.jpg,0,60,0.000107935,0.000927661,0.001814406,0.014975663,1.265340558,0.0166747,1.505056355,0
generalstore.jpg,0,65,0.000110413,0.000941547,0.0019483,0.015127739,1.426329595,0.016509424,1.571758138,0
generalstore.jpg,0,70,0.000113403,0.000959695,0.001980053,0.01533005,1.611117559,0.016062145,1.47481035,0
generalstore.jpg,0,75,0.000116492,0.000982169,0.002295345,0.015674903,1.808978454,0.016155156,1.694492201,0
generalstore.jpg,0,80,0.00011916,0.001008961,0.002423473,0.016549539,2.087011841,0.016377603,1.617606982,0
generalstore.jpg,0,85,0.000121978,0.001036558,0.002478469,0.017206723,2.227959439,0.01638878,1.67251563,0
generalstore.jpg,0,90,0.000124965,0.001061603,0.002394921,0.017872748,2.349557052,0.015450153,1.473887247,0
generalstore.jpg,0,95,0.000127946,0.001082334,0.002375985,0.018337326,2.423373296,0.01512731,1.421309372,0
generalstore.jpg,0,100,0.000130246,0.00109843,0.002377852,0.018790884,2.475906695,0.014962508,1.397389237,0
generalstore.jpg,0,105,0.00013251,0.00111219,0.002431355,0.019183161,2.562791642,0.015159976,1.453385829,0
generalstore.jpg,0,110,0.000135166,0.001128477,0.002592442,0.019376132,2.646767301,0.015543602,1.527620001,0
generalstore.jpg,0,115,0.000138785,0.001152626,0.002606865,0.019812157,2.710088528,0.016245165,1.630137579,0
generalstore.jpg,0,120,0.000142151,0.001175158,0.002547775,0.019987118,2.708436969,0.016454378,1.626703929,0
generalstore.jpg,0,125,0.000144976,0.001195544,0.002595578,0.019960438,2.694055024,0.016990762,1.758189859,0
generalstore.jpg,0,130,0.000147379,0.001214279,0.00258059,0.019874295,2.667373046,0.01734683,1.801667661,0
generalstore.jpg,0,135,0.000149439,0.001231177,0.002550226,0.019737477,2.608501913,0.01754673,1.804621539,0
generalstore.jpg,0,140,0.000150766,0.001244118,0.002548718,0.019461754,2.548867419,0.01775915,1.866113278,0
generalstore.jpg,0,145,0.000151593,0.001254741,0.002575089,0.019195646,2.508094567,0.017852393,1.8790671,0
