Picture,X_center,Y_center,Brightness,Contrast,FM,VerticalContrast,VerticalFM,HorizontalContrast,HorizontalFM,Outdoor
herb_garden.jpg,0,0,0.000319651,0.002974565,0.005925571,0.026911971,2.780710255,0.026242949,2.334398676,1
herb_garden.jpg,0,5,0.000319441,0.002854336,0.005524992,0.026449177,2.862382426,0.0240831,2.207553123,1
herb_garden.jpg,0,10,0.000319354,0.002749879,0.005581306,0.025595277,2.797476837,0.022998951,2.213816667,1
herb_garden.jpg,0,15,0.00032017,0.002664093,0.005441575,0.024815287,2.823298911,0.022681776,2.266941051,1
herb_garden.jpg,0,20,0.000320856,0.002585653,0.00522901,0.023851885,2.788192145,0.021225562,2.147305321,1
herb_garden.jpg,0,25,0.000321019,0.002512347,0.005240297,0.023197284,2.837924982,0.019734534,1.982805166,1
herb_garden.jpg,0,30,0.00032094,0.002444665,0.004970991,0.022258068,2.715644767,0.018911355,1.92222834,1
herb_garden.jpg,0,35,0.000321038,0.002385988,0.005072223,0.021754119,2.718482436,0.018553282,2.04039349,1
herb_garden.jpg,0,40,0.00032159,0.002337748,0.005171081,0.021619431,2.842782718,0.018262931,2.088801919,1
herb_garden.jpg,0,45,0.000321926,0.002291968,0.005135833,0.021042314,2.784329286,0.017725044,2.070137851,1
herb_garden.jpg,0,50,0.0003223,0.002251315,0.005074181,0.020636478,2.708633563,0.01737905,2.005177662,1
herb_garden.jpg,0,55,0.000322418,0.002214439,0.005215131,0.020438412,2.842039605,0.017111534,2.112909128,1
herb_garden.jpg,0,60,0.000322548,0.00218259,0.005524043,0.020341783,2.98070463,0.01727197,2.194665486,1
herb_garden.jpg,0,65,0.000323335,0.002160138,0.005645853,0.020120123,2.911824079,0.017999574,2.320766084,1
herb_garden.jpg,0,70,0.000323722,0.002140556,0.005461441,0.019668658,2.803660252,0.017396443,2.238944254,1
herb_garden.jpg,0,75,0.000323783,0.002129224,0.005814047,0.019378416,2.778792205,0.017910442,2.686899154,1
herb_garden.jpg,0,80,0.000323723,0.002127421,0.005560859,0.019406462,2.849481727,0.018197603,2.268699399,1
herb_garden.jpg,0,85,0.000323639,0.002125381,0.005623472,0.019220415,2.903870017,0.018350815,2.346766395,1
herb_garden.jpg,0,90,0.00032382,0.002125085,0.005690891,0.019260767,2.869781119,0.019054299,2.48270539,1
herb_garden.jpg,0,95,0.000323482,0.00212206,0.00571353,0.019324068,2.891288966,0.01883418,2.357458617,1
herb_garden.jpg,0,100,0.000322448,0.002114927,0.00579549,0.019318629,2.984521607,0.018894541,2.489045041,1
herb_garden.jpg,0,105,0.000321425,0.002108624,0.005755386,0.019510383,3.090619957,0.019188544,2.500652013,1
herb_garden.jpg,0,110,0.000319291,0.002095477,0.005692298,0.019115832,3.04496639,0.018874372,2.531605148,1
herb_garden.jpg,0,115,0.000317129,0.002082224,0.005521162,0.019029836,3.004746613,0.018386477,2.433998961,1
herb_garden.jpg,0,120,0.000315676,0.002073515,0.005558978,0.019217387,3.084061843,0.018854681,2.537341582,1
herb_garden.jpg,0,125,0.000314153,0.002064517,0.005608532,0.01941803,3.175700875,0.019170744,2.692653507,1
