Picture,X_center,Y_center,Brightness,Contrast,FM,VerticalContrast,VerticalFM,HorizontalContrast,HorizontalFM,Outdoor
outdoortheme2.jpg,0,0,0.000434226,0.004444557,0.010085212,0.036144835,3.755414065,0.036798807,3.884817528,1
outdoortheme2.jpg,0,5,0.000435021,0.004275619,0.009556705,0.034796992,3.747987375,0.03410921,3.609078902,1
outdoortheme2.jpg,0,10,0.000435372,0.004122775,0.008922452,0.033528683,3.702478089,0.031816214,3.411834027,1
outdoortheme2.jpg,0,15,0.000434742,0.003981737,0.008467522,0.032153178,3.622204869,0.030093379,3.296172501,1
outdoortheme2.jpg,0,20,0.000433989,0.003854918,0.008402637,0.030974589,3.633266287,0.028787064,3.259856746,1
outdoortheme2.jpg,0,25,0.000431891,0.003734691,0.007841614,0.029825852,3.518638287,0.027673779,3.186162854,1
outdoortheme2.jpg,0,30,0.000429526,0.003625717,0.007932328,0.028844708,3.525339526,0.027150922,3.224836759,1
outdoortheme2.jpg,0,35,0.000427252,0.00352778,0.007937707,0.027924317,3.507891974,0.026839456,3.347773738,1
outdoortheme2.jpg,0,40,0.000424066,0.003435418,0.008223865,0.027170044,3.524790228,0.026659926,3.430158333,1
outdoortheme2.jpg,0,45,0.000421116,0.003353476,0.008684179,0.026785197,3.734639221,0.026820001,3.740688356,1
outdoortheme2.jpg,0,50,0.000418895,0.003283381,0.009347,0.026376357,3.762015763,0.02725584,4.047233919,1
outdoortheme2.jpg,0,55,0.000417091,0.003223076,0.00978905,0.026110956,3.84254993,0.027369173,4.314367645,1
outdoortheme2.jpg,0,60,0.000415164,0.003170048,0.010290317,0.025921549,3.917196834,0.027969128,4.653629885,1
outdoortheme2.jpg,0,65,0.000413874,0.003126745,0.011472254,0.025523659,3.954229295,0.028599614,5.146922671,1
outdoortheme2.jpg,0,70,0.000413904,0.003098754,0.012341298,0.026218901,4.485994924,0.029564118,5.741178132,1
outdoortheme2.jpg,0,75,0.000414761,0.00308919,0.013522965,0.027107894,4.870026613,0.031173071,7.082732541,1
outdoortheme2.jpg,0,80,0.000415785,0.003094078,0.013002479,0.027716255,4.664645601,0.03231129,6.283475114,1
outdoortheme2.jpg,0,85,0.000415847,0.003094756,0.01291467,0.027651206,4.508606729,0.032593789,6.374846098,1
outdoortheme2.jpg,0,90,0.00041543,0.003094388,0.01401699,0.027622285,4.999682494,0.033068356,6.738087896,1
outdoortheme2.jpg,0,95,0.000414885,0.003094056,0.014104672,0.028012421,4.979485219,0.033587335,6.894220956,1
outdoortheme2.jpg,0,100,0.000415337,0.003098009,0.014240531,0.028392729,5.221576317,0.033752237,7.02079991,1
outdoortheme2.jpg,0,105,0.000415306,0.003099848,0.013724648,0.02869526,5.037526048,0.033984041,7.29586368,1
outdoortheme2.jpg,0,110,0.000415385,0.003101983,0.014109562,0.028666107,5.235193972,0.034548224,7.54285602,1
outdoortheme2.jpg,0,115,0.000417296,0.003112423,0.014456351,0.029518555,5.600297759,0.035228284,7.788711622,1
outdoortheme2.jpg,0,120,0.000419869,0.003125446,0.014616063,0.030305043,5.754454358,0.035452701,7.724871474,1
outdoortheme2.jpg,0,125,0.000421822,0.003135781,0.015195236,0.030738465,6.020696035,0.035666834,7.941609701,1
outdoortheme2.jpg,0,130,0.000422003,0.003138942,0.015801372,0.030510621,6.28970098,0.03582678,8.449419355,1
outdoortheme2.jpg,0,135,0.000423292,0.003147084,0.015706885,0.030395541,6.346602194,0.035609363,8.34713507,1
outdoortheme2.jpg,0,140,0.000426349,0.003162696,0.015085822,0.030678658,6.41972939,0.035354867,8.118609942,1
outdoortheme2.jpg,0,145,0.000430378,0.003181801,0.015022848,0.030702575,6.374397489,0.034874681,7.895788629,1
outdoortheme2.jpg,0,150,0.000434908,0.003202425,0.015056047,0.031302636,6.540555,0.034832046,7.704636311,1
outdoortheme2.jpg,0,155,0.000437505,0.003214656,0.015936802,0.031881907,6.928376612,0.034893311,7.954775207,1
outdoortheme2.jpg,0,160,0.000438427,0.00321977,0.015900353,0.032274965,7.413985375,0.034555002,7.89893441,1
outdoortheme2.jpg,0,165,0.00043667,0.003210413,0.015717813,0.031741762,7.548158993,0.032915022,7.849302236,1
outdoortheme2.jpg,0,170,0.000433663,0.003194043,0.015118035,0.031677989,7.532527058,0.032086189,7.755832212,1
outdoortheme2.jpg,0,175,0.000433319,0.003190874,0.016197215,0.032465791,7.531828016,0.035340049,8.99654495,1
outdoortheme2.jpg,0,180,0.000433123,0.003189589,0.017384171,0.032967256,7.951747721,0.037197859,10.00245428,1
outdoortheme2.jpg,0,185,0.000432754,0.003188808,0.018450435,0.033024673,8.212845068,0.037807259,10.11083813,1
outdoortheme2.jpg,0,190,0.000432949,0.003191372,0.01883048,0.032955108,8.297467828,0.037986074,10.47067147,1
outdoortheme2.jpg,0,195,0.00043443,0.003199908,0.018549035,0.032778454,8.120319725,0.037223319,9.948221081,1
outdoortheme2.jpg,0,200,0.000437718,0.003216777,0.018787521,0.033374308,8.412903224,0.037425818,10.04164034,1
outdoortheme2.jpg,0,205,0.000439471,0.003227898,0.01879452,0.033383848,8.269113034,0.037809899,10.16068482,1
outdoortheme2.jpg,0,210,0.000439313,0.003229372,0.018863998,0.033033795,8.343571532,0.037386546,10.0365194,1
outdoortheme2.jpg,0,215,0.000437697,0.003221948,0.018355083,0.032719273,8.333756906,0.036205859,9.452378283,1
