Picture,X_center,Y_center,Brightness,Contrast,FM,VerticalContrast,VerticalFM,HorizontalContrast,HorizontalFM
basketballcourt5.jpg,0,0,0.00039246469835262684,0.004043042874576508,0.009200164206016053,0.03297675344796565,3.1777490874281193,0.03766246158971563,4.043007386472074,
basketballcourt5.jpg,0,5,0.00039675044046640637,0.003925444741375655,0.00898791977605455,0.03196178837303376,3.205584419519957,0.03570756668034877,3.881663933301998,
basketballcourt5.jpg,0,10,0.00039991224325957,0.003810178290509758,0.008732116849405334,0.03126955825175753,3.3423296638248883,0.032157903628734365,3.329329892367061,
basketballcourt5.jpg,0,15,0.00040169839426730785,0.0036960948563781013,0.008670290708083976,0.03077706691242024,3.6033298443870403,0.02948902611019754,3.2812530114196545,
basketballcourt5.jpg,0,20,0.0004027032603243604,0.0035888963919980684,0.00903132206306655,0.03065349163886165,3.9102559604132696,0.027777574268008226,3.3205927958412875,
basketballcourt5.jpg,0,25,0.00040330316163328606,0.003489526380360747,0.009257730628526336,0.030535349454225823,4.251696625509236,0.025989701588794233,3.067112822734931,
basketballcourt5.jpg,0,30,0.0004024855343620784,0.00339138850957501,0.009454572580285646,0.029956838971410604,4.390292084097482,0.02392564217455021,2.972366073440162,
basketballcourt5.jpg,0,35,0.0004013554780109056,0.0033017750943578005,0.009384233907537998,0.029681352352025764,4.661152334385233,0.023039392046230896,2.8938313721635796,
basketballcourt5.jpg,0,40,0.0003980291134221497,0.0032067596207323687,0.009195572657639256,0.02896881672962415,4.805594798416997,0.02084250978338859,2.5526906920295303,
basketballcourt5.jpg,0,45,0.00039407064065353505,0.00311725704694672,0.00914345395315617,0.028482063214884185,4.84503145305532,0.02003100083596929,2.636636682051436,
basketballcourt5.jpg,0,50,0.0003894583967026981,0.0030335307012384917,0.00937246592763282,0.02787941494493816,4.816741663641688,0.019256872561929084,2.6302943695685026,
basketballcourt5.jpg,0,55,0.0003852855608077982,0.0029600155284407277,0.00980846749421709,0.02772057987905313,4.868674016778632,0.019217171011470875,2.8056590467748053,
basketballcourt5.jpg,0,60,0.00038081760101606806,0.0028912913212323908,0.00959669898347333,0.027076174502914153,4.793882648038312,0.01893405068319771,2.697779941731552,
basketballcourt5.jpg,0,65,0.00037582253820645905,0.00282829864043201,0.009938017903903109,0.02667029236064763,4.81779104959409,0.018998490644885402,2.885723573456231,
basketballcourt5.jpg,0,70,0.0003706048167497263,0.0027733285305797427,0.010177860154443368,0.026369374211531998,4.850989499354938,0.019752061787657784,3.2492026690029414,
basketballcourt5.jpg,0,75,0.0003658444083501722,0.002733701416289429,0.011386457101270847,0.026544825209774973,5.059462573337587,0.021683806171406386,4.381351735744183,
basketballcourt5.jpg,0,80,0.0003608385631829067,0.0027048840224971507,0.011514691481309756,0.026694256779766373,5.105392341991939,0.02263369895137619,3.8012554317072462,
basketballcourt5.jpg,0,85,0.00035503499663224066,0.002671831687673941,0.011716173001977786,0.026702803049972666,5.155328953707796,0.022582749494801393,3.8046920801526714,
basketballcourt5.jpg,0,90,0.0003486105859901212,0.002635617684060678,0.011994575896555434,0.02687284928326244,5.284351657738555,0.022796944119428616,3.994138692696119,
basketballcourt5.jpg,0,95,0.00034222143672354435,0.0025971512536687347,0.012101609068025397,0.026911435360345945,5.266161572972854,0.023274568827434044,4.120987862190041,
basketballcourt5.jpg,0,100,0.00033580456775744646,0.0025576671036872246,0.012600554343958618,0.02694593009381906,5.52281961329013,0.02397916319202992,4.422082679374761,
basketballcourt5.jpg,0,105,0.00032911923855897314,0.0025138094488586496,0.012691358205396101,0.027019176075684933,5.726893738840028,0.023969976595718544,4.4453829393366755,
basketballcourt5.jpg,0,110,0.0003213979828524922,0.002463931883249882,0.01288326402967727,0.027228753961205755,5.798441172983611,0.023868637235592606,4.406977584339503,
basketballcourt5.jpg,0,115,0.0003124262961195929,0.0024060345696001596,0.013053245682293291,0.027294800885035813,5.88081620150966,0.023834772677283456,4.484560323481597,
basketballcourt5.jpg,0,120,0.0003030384614485107,0.00234285905291214,0.013342622509499084,0.027270823709665062,5.947120685352517,0.02411279639648864,4.6441538929842485,
basketballcourt5.jpg,0,125,0.00029323905337898514,0.002273542750120668,0.013470781409289478,0.02701670994415313,5.901602164127896,0.024442135570183803,4.702241682258146,
basketballcourt5.jpg,0,130,0.00028226670806204165,0.0021952752349857587,0.013579230879616567,0.026597261228525425,5.8292346835129285,0.02454497375594141,4.828303444053618,
basketballcourt5.jpg,0,135,0.000270831691550666,0.0021106032488452243,0.013648069685374131,0.02619071049084031,5.801939870909145,0.024976301097933837,4.885463256186698,
basketballcourt5.jpg,0,140,0.00025872447074726837,0.002014438066241311,0.01396884017831451,0.025799220280670696,5.71175125669241,0.02628236078298075,5.348113374837849,
basketballcourt5.jpg,0,145,0.0002450564979045053,0.001897119768314517,0.014561550719795948,0.025423334353151677,5.646731348151414,0.027129091719708624,5.820824084156563,
basketballcourt5.jpg,0,150,0.0002310443985275408,0.0017644030558604494,0.014718951609949817,0.024992534908220784,5.644365995995803,0.02701089593209149,5.963633110375194,
basketballcourt5.jpg,0,155,0.0002178462755856159,0.0016314773758003339,0.014198672058781083,0.02406143108689833,5.460379762684581,0.0257713783166062,5.575857651517986,
basketballcourt5.jpg,0,160,0.00020607392746220624,0.0015080314398044665,0.013319711663153303,0.02224933029926548,5.289634799008574,0.024107765528305534,5.3989425579795105,
basketballcourt5.jpg,0,165,0.00019674872235630897,0.001410733228134238,0.010861509698116023,0.019580265974283563,4.242594308628487,0.021076669843583907,4.112078177699195,
basketballcourt5.jpg,0,170,0.00019057650216097887,0.0013475152442757753,0.009482767578813597,0.017966328755104736,3.664501072845619,0.019844453610232085,3.9471005834850907,
basketballcourt5.jpg,0,175,0.00018591042695704233,0.0013022320442370662,0.00840288318501284,0.016613029583374017,3.328898515280262,0.017521389687914807,3.3177044450265254,
basketballcourt5.jpg,0,180,0.00018379434473694053,0.001287175036033863,0.008012520511108602,0.016288889924554083,3.1727979088513325,0.01738655346896589,3.3301810409182764,
basketballcourt5.jpg,0,185,0.00018278374284351142,0.0012846378530325107,0.008330972357731588,0.016582378182853248,3.3280564433946225,0.017929910640868085,3.599680949656156,
basketballcourt5.jpg,0,190,0.0001823130863175423,0.0012871214190069327,0.008753934740308335,0.016990490828558552,3.5359140718753306,0.018283164177357182,3.7685140650206224,
basketballcourt5.jpg,0,195,0.00018239054454797187,0.001294369453652965,0.009287626706077528,0.01763799120755721,3.8271823544557533,0.018385237845261675,3.799342046682965,
basketballcourt5.jpg,0,200,0.0001826634675291872,0.0013022600246724331,0.009737255580713634,0.0182447407864581,4.0885442818231885,0.018615481411760976,3.9235608254752288,
basketballcourt5.jpg,0,205,0.00018243475223581797,0.0013041162818134063,0.009811753666054121,0.018469138101181056,4.225742013259613,0.018350671741310068,3.8389441221166156,
basketballcourt5.jpg,0,210,0.00018252102581013322,0.0013074646348856158,0.010085135332818278,0.01868416310277971,4.320191705700125,0.018691312844271127,3.977661255696087,
basketballcourt5.jpg,0,215,0.00018345796732337972,0.0013179021922416153,0.010280918139522125,0.018869873852475533,4.337022998021254,0.019658813130077234,4.120430644115153,
basketballcourt5.jpg,0,220,0.00018513117820124234,0.0013357550073354709,0.010765549766907159,0.01912784894044608,4.452906791656355,0.020115967173499873,4.2347874009941116,
basketballcourt5.jpg,0,225,0.0001874709469952103,0.0013590589169319635,0.010880393108457226,0.019474601701833995,4.482929477530961,0.02036158284251783,4.186511231789154,
basketballcourt5.jpg,0,230,0.00018946883512947164,0.001375314306543686,0.010566235371139343,0.019613469337405903,4.429009148232733,0.020126392181862615,4.0296966792230045,
basketballcourt5.jpg,0,235,0.00019117069020356233,0.0013849128347569455,0.01076628409600732,0.01960758531477299,4.390766813215494,0.02037612849895466,4.171079586649122,
basketballcourt5.jpg,0,240,0.00019225390847178562,0.00138945001155088,0.01053466286365167,0.01901782751620716,4.1372980682658795,0.020003684325917707,4.187557597103727,
basketballcourt5.jpg,0,245,0.0001944157370247717,0.0014036758813285493,0.01042063489522182,0.018852591717870987,4.0860112065263365,0.01971888012511614,4.021952266117431,
basketballcourt5.jpg,0,250,0.00019787962552387365,0.0014294733425533153,0.010725178496076711,0.019065555051813135,4.16815038582712,0.020521159225032427,4.336151458115053,
basketballcourt5.jpg,0,255,0.0002017017638639425,0.0014577727407403555,0.010893856105298017,0.019073311269386987,4.04284595604552,0.020661829301428687,4.280337072117864,
basketballcourt5.jpg,0,260,0.00020561921283303395,0.0014865328971090347,0.010902077018649273,0.01930714888370702,4.1207117744821495,0.020621841429762654,4.301264537286502,
basketballcourt5.jpg,0,265,0.00020980394214937885,0.0015168129074368084,0.01112131753515482,0.019399265172613693,4.21418258311768,0.020520421665989576,4.374277402023149,
basketballcourt5.jpg,0,270,0.00021484270786558893,0.001551347834491598,0.010942192104157006,0.01949652062771192,4.174705701113308,0.020736961258914745,4.413558892859519,
basketballcourt5.jpg,0,275,0.00021985906979681184,0.0015842913833290283,0.010923816806372753,0.019592022663310678,4.156405923050393,0.02075554452441534,4.372392334605597,
basketballcourt5.jpg,0,280,0.00022465825498615478,0.0016156208800608277,0.011182286000019161,0.019677470006978292,4.158956394207436,0.020727930141169196,4.4381561775515985,
basketballcourt5.jpg,0,285,0.00022929470022264628,0.0016447828344279642,0.011097484295333547,0.019849430770287356,4.158856487367355,0.020643750194588775,4.348646001253556,
basketballcourt5.jpg,0,290,0.00023400705124607094,0.0016724481190988516,0.010991373012062648,0.02009460280236276,4.241287765893111,0.020283196074961648,4.3146759185459596,
basketballcourt5.jpg,0,295,0.0002392036042040862,0.0017027183732115222,0.010895603207655395,0.02046966407285422,4.123399204098636,0.020688326491891864,4.307479168225815,
basketballcourt5.jpg,0,300,0.00024316836504640019,0.0017259899125334143,0.011025520333849447,0.020813696905671177,4.426612180464657,0.02083207286721317,4.469033038758336,
basketballcourt5.jpg,0,305,0.0002466242144233647,0.0017452376008642299,0.01092222522076878,0.020235283196187906,4.192150838734915,0.020803891072665812,4.438727353741539,
basketballcourt5.jpg,0,310,0.00025044274926096395,0.00176659932468836,0.010562455301111058,0.020319181202138326,4.164372309619465,0.020297781855865688,4.2334649294641515,
basketballcourt5.jpg,0,315,0.0002544303561405478,0.0017869321539972127,0.01014573248848221,0.020205110339162183,4.018593167906362,0.019955678518445624,3.9878192087532645,
basketballcourt5.jpg,0,320,0.00025842488072519085,0.0018065477189059293,0.009814130539941924,0.020256479577278788,3.949810641639917,0.019821228650936735,3.9498655397146134,
basketballcourt5.jpg,0,325,0.0002621016153551115,0.0018236517157415172,0.009457890432746193,0.020416828639769184,3.937250461154547,0.019390199620903204,3.747921892254569,
basketballcourt5.jpg,0,330,0.00026595865654467887,0.0018420070607045457,0.009093318962307823,0.02034243160666041,3.832464504388482,0.019109818584221398,3.506766346157844,
basketballcourt5.jpg,0,335,0.00026982944614391556,0.001860767380872664,0.009195613897639112,0.020265698310892505,3.7016486521669534,0.01949885536422484,3.547571938665203,
